,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
3,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Operating Expenses,Credit card fees,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Road tax,0.0
15,Operating Expenses,Non-depreciable assets,0.00012147976206723385
16,Operating Expenses,Desalination,0.0006061692182072164
17,Operating Expenses,Desalination Fixed O&M Cost,0.00267629219797635
18,Operating Expenses,Cash on hand reserve,0.012187273976000213
19,Operating Expenses,Compression,0.014402640590691245
20,Operating Expenses,Water,0.02139841688654353
21,Operating Expenses,Hydrogen Storage,0.04245147625156509
22,Operating Expenses,Property insurance,0.0584237618628791
23,Operating Expenses,Var O&M,0.06812503595264083
24,Operating Expenses,Electrolyzer Fixed O&M Cost,0.14181061504680612
25,Financing cash outflow,Income taxes payable,0.2232512037817181
26,Operating Expenses,Wind Plant,0.5175876949076712
27,Operating Expenses,Wind Plant Fixed O&M Cost,0.5226307416088161
28,Financing cash outflow,Repayment of debt,0.675505316218859
29,Financing cash outflow,Interest expense,1.0310588089381236
30,Operating Expenses,Electrolysis system,1.1650529015920879
31,Financing cash outflow,Dividends paid,1.5049775782869481
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00012147976206723385
37,Operating Revenue,Cash on hand recovery,0.012187273976000213
38,Financing cash inflow,Monetized tax losses,0.49970163353903
39,Financing cash inflow,Inflow of debt,0.675505316218859
40,Financing cash inflow,Inflow of equity,1.172185419527164
41,Operating Revenue,Hydrogen sales,3.6352487603000982
