,pv generation (kW),wind generation (kW),load (kW),original hybrid generation (kW)
0,0.0,75.54201660730882,187.5,75.54201660730882
1,0.0,42.450059865249784,190.5,42.450059865249784
2,0.0,0.9717210339649629,192.5,0.9717210339649629
3,0.0,0.0,187.5,0.0
4,0.0,0.0,186.5,0.0
5,0.0,0.0,186.1,0.0
6,0.0,4.113342169066459,199.9,4.113342169066459
7,0.0,3.3113494902684106,211.4,3.3113494902684106
8,4.026989882823314,27.056096109918727,215.0,31.083085992742042
9,20.325491463849005,2.185268615163186,239.0,22.51076007901219
10,47.71602838713587,0.0,255.0,47.71602838713587
11,82.80500872767901,0.0,234.5,82.80500872767901
12,171.78089311129395,0.0,233.0,171.78089311129395
13,176.39060068355008,0.0,253.0,176.39060068355008
14,201.71429358694044,0.0,271.0,201.71429358694044
15,131.1937725168758,1.1134856719090986,247.9,132.3072581887849
16,110.94329193207963,423.73729555916714,243.10000000000002,534.6805874912468
17,9.244451103004865,98.91927014885542,228.1,108.16372125186028
18,0.0,4.645299048573832,217.1,4.645299048573832
19,0.0,34.809424237964755,201.6,34.809424237964755
20,0.0,0.0,194.70000000000002,0.0
21,0.0,2.5044943788963345,200.5,2.5044943788963345
22,0.0,179.90597118157956,200.5,179.90597118157956
23,0.0,259.16841811880664,207.5,259.16841811880664
24,0.0,48.53743869700689,207.5,48.53743869700689
25,0.0,47.89702300996875,212.5,47.89702300996875
26,0.0,27.74224962052329,216.4,27.74224962052329
27,0.0,23.48142762794413,217.4,23.48142762794413
28,0.0,80.86136788413252,221.4,80.86136788413252
29,0.0,48.25859283939049,223.1,48.25859283939049
30,0.0,57.876197196283066,266.5,57.876197196283066
31,0.0,16.26265858007473,243.79999999999998,16.26265858007473
32,7.633889051124669,0.0,249.0,7.633889051124669
33,113.10821924277289,0.0,191.0,113.10821924277289
34,186.54423487204247,0.0,184.0,186.54423487204247
35,246.0536797551068,0.0,189.0,246.0536797551068
36,274.33930852967626,0.0,186.0,274.33930852967626
37,260.7799452369715,0.0,210.0,260.7799452369715
