,pv generation (kW),wind generation (kW),load (kW),original hybrid generation (kW)
0,0.0,75.54201660730882,187.5,75.54201660730882
1,0.0,42.450059865249784,190.5,42.450059865249784
2,0.0,0.9717210339649629,192.5,0.9717210339649629
3,0.0,0.0,187.5,0.0
4,0.0,0.0,186.5,0.0
5,0.0,0.0,186.1,0.0
6,0.0,4.113342169066459,199.9,4.113342169066459
7,0.0,3.3113494902684106,211.4,3.3113494902684106
8,4.495244520360909,27.056096109918727,215.0,31.551340630279636
9,22.68760373194913,2.185268615163186,239.0,24.872872347112317
10,53.261422570505346,0.0,255.0,53.261422570505346
11,92.42859180320973,0.0,234.5,92.42859180320973
12,191.74665409537948,0.0,233.0,191.74665409537948
13,196.89214829136708,0.0,253.0,196.89214829136708
14,225.1597038534965,0.0,271.0,225.1597038534965
15,146.442015229634,1.1134856719090986,247.9,147.5555009015431
16,123.83832127419892,423.73729555916714,243.10000000000002,547.5756168333661
17,10.31873266862125,98.91927014885542,228.1,109.23800281747667
18,0.0,4.645299048573832,217.1,4.645299048573832
19,0.0,34.809424237964755,201.6,34.809424237964755
20,0.0,0.0,194.70000000000002,0.0
21,0.0,2.5044943788963345,200.5,2.5044943788963345
22,0.0,179.90597118157956,200.5,179.90597118157956
23,0.0,259.16841811880664,207.5,259.16841811880664
24,0.0,48.53743869700689,207.5,48.53743869700689
25,0.0,47.89702300996875,212.5,47.89702300996875
26,0.0,27.74224962052329,216.4,27.74224962052329
27,0.0,23.48142762794413,217.4,23.48142762794413
28,0.0,80.86136788413252,221.4,80.86136788413252
29,0.0,48.25859283939049,223.1,48.25859283939049
30,0.0,57.876197196283066,266.5,57.876197196283066
31,0.0,16.26265858007473,243.79999999999998,16.26265858007473
32,8.521550568697306,0.0,249.0,8.521550568697306
33,126.25608263969549,0.0,191.0,126.25608263969549
34,208.22739453561962,0.0,184.0,208.22739453561962
35,274.653804247684,0.0,189.0,274.653804247684
36,306.22704068389567,0.0,186.0,306.22704068389567
37,291.09133932659483,0.0,210.0,291.09133932659483
