,Type,Name,NPV
0,Financing cash outflow,Capital gains taxes payable,0.0
1,Operating Expenses,Licensing and Permitting,0.0
2,Operating Expenses,Rent of land,0.0
3,Operating Expenses,Administrative expenses,0.0
4,Operating Expenses,Labor,0.0
5,Operating Expenses,Total annual maintenance,0.0
6,Operating Expenses,Sales tax,0.0
7,Operating Expenses,Credit card fees,0.0
8,Operating Expenses,Road tax,0.0
9,Operating Expenses,Property insurance,0.0
10,Operating Expenses,Cooling water,5.580990977316859e-06
11,Operating Expenses,Non-depreciable assets,0.0002066444693779876
12,Operating Expenses,Cooling Tower,0.00039669125497553517
13,Operating Expenses,Boiler and Steam Turbine,0.0005843161673919728
14,Operating Expenses,Maintenance Cost,0.0006271944976393817
15,Operating Expenses,Installation cost,0.0009629175071883395
16,Operating Expenses,Haber Bosch,0.0015409726054879788
17,Operating Expenses,Cash on hand reserve,0.001619169643057041
18,Operating Expenses,Air Separation by Cryogenic,0.0018603044369071707
19,Operating Expenses,Iron based catalyst,0.002118031527748033
20,Operating Expenses,Depreciable Nonequipment,0.0021700310462386906
21,Operating Expenses,Administrative Expense,0.003021601221678395
22,Operating Expenses,Property tax and insurance,0.003931389306600809
23,Financing cash outflow,Income taxes payable,0.004092045869161759
24,Financing cash outflow,Repayment of debt,0.004477391148253527
25,Financing cash outflow,Interest expense,0.007225166095936717
26,Financing cash outflow,Dividends paid,0.01356358199800383
27,Operating Expenses,Labor Cost,0.015108006108391974
28,Operating Expenses,Electricity,0.05083618309376325
29,Operating Expenses,Hydrogen,0.4957450001831408
30,Operating Revenue,Take or pay revenue,0.0
31,Operating Revenue,Incidental revenue,0.0
32,Financing cash inflow,One time capital incentive,0.0
33,Financing cash inflow,Annual operating incentives,0.0
34,Operating Revenue,Sale of non-depreciable assets,0.0002066444693779876
35,Financing cash inflow,Monetized tax losses,0.0010987642870163969
36,Operating Revenue,Cash on hand recovery,0.001619169643057041
37,Financing cash inflow,Inflow of debt,0.004477391148253527
38,Financing cash inflow,Inflow of equity,0.006433553005317671
39,Operating Revenue,Oxygen byproduct,0.008386648300601967
40,Operating Revenue,Ammonia sales,0.5878700483182959
