,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
3,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Operating Expenses,Credit card fees,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Road tax,0.0
15,Operating Expenses,Non-depreciable assets,0.00012052046809456307
16,Operating Expenses,Desalination,0.0009178995413287804
17,Operating Expenses,Desalination Fixed O&M Cost,0.004052609910232224
18,Operating Expenses,Water,0.016728232189973616
19,Operating Expenses,Compression,0.021809383906392133
20,Operating Expenses,Cash on hand reserve,0.023998208854993763
21,Operating Expenses,Var O&M,0.06723199569783755
22,Operating Expenses,Property insurance,0.12453436352463022
23,Operating Expenses,Electrolyzer Fixed O&M Cost,0.21473854923216873
24,Operating Expenses,Electrolysis system,0.424312153193568
25,Operating Expenses,Wind Plant Fixed O&M Cost,0.6437517430103752
26,Operating Expenses,Wind Plant,1.000163536392024
27,Financing cash outflow,Income taxes payable,1.2028051418460421
28,Financing cash outflow,Repayment of debt,2.0414979215201607
29,Operating Expenses,Hydrogen Storage,2.2709164780796525
30,Financing cash outflow,Interest expense,3.28670614193017
31,Financing cash outflow,Dividends paid,4.97691541855261
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00012052046809456307
37,Operating Revenue,Cash on hand recovery,0.023998208854993763
38,Financing cash inflow,Monetized tax losses,0.6559699869206599
39,Financing cash inflow,Inflow of debt,2.0414979215201607
40,Financing cash inflow,Inflow of equity,3.4984351848654702
41,Operating Revenue,Hydrogen sales,10.097139981646691
