,Type,Name,NPV
0,Financing cash outflow,Capital gains taxes payable,0.0
1,Operating Expenses,Licensing and Permitting,0.0
2,Operating Expenses,Rent of land,0.0
3,Operating Expenses,Administrative expenses,0.0
4,Operating Expenses,Labor,0.0
5,Operating Expenses,Total annual maintenance,0.0
6,Operating Expenses,Sales tax,0.0
7,Operating Expenses,Credit card fees,0.0
8,Operating Expenses,Road tax,0.0
9,Operating Expenses,Property insurance,0.0
10,Operating Expenses,Non-depreciable assets,0.031467517401392114
11,Operating Expenses,H2 Pre-heating,0.2872065822345093
12,Operating Expenses,Raw Water Withdrawal,0.47648790630000015
13,Operating Expenses,Oxygen Supply,0.5089431977776396
14,Operating Expenses,Cooling Tower,0.6269632715892602
15,Operating Expenses,Electrical & Instrumentation,1.2356052372460733
16,Operating Expenses,Other Miscellaneous Costs,1.2356057297845837
17,Operating Expenses,Piping,1.8534078543005161
18,Operating Expenses,Cash on hand reserve,2.58720577875286
19,Operating Expenses,Natural Gas,2.716709262358008
20,Operating Expenses,"Buildings, Storage, Water Service",2.773823765082161
21,Operating Expenses,Lime,2.888014482263034
22,Operating Expenses,Shaft Furnace,4.164366214539065
23,Operating Expenses,Maintenance Labor Cost,5.225796500658321
24,Operating Expenses,Slag Disposal,6.560037900000004
25,Operating Expenses,EAF & Casting,7.498691900471765
26,Operating Expenses,Maintenance Materials,7.720000000000002
27,Operating Expenses,Installation cost,8.12792252849029
28,Operating Expenses,Property tax and insurance,12.110768251815344
29,Operating Expenses,Carbon,14.135481967115512
30,Financing cash outflow,Repayment of debt,16.434758505254543
31,Operating Expenses,Administrative & Support Labor Cost,20.62125418670708
32,Financing cash outflow,Income taxes payable,20.912210083328436
33,Financing cash outflow,Interest expense,25.44922354538666
34,Operating Expenses,Electricity,52.709542405506006
35,Financing cash outflow,Dividends paid,59.585586293149966
36,Operating Expenses,Annual Operating Labor Cost,77.25922024617
37,Operating Expenses,Hydrogen,154.81805975878092
38,Operating Expenses,Iron Ore,456.48015949181246
39,Operating Revenue,Take or pay revenue,0.0
40,Operating Revenue,Incidental revenue,0.0
41,Operating Revenue,Oxygen sales,0.0
42,Financing cash inflow,One time capital incentive,0.0
43,Financing cash inflow,Annual operating incentives,0.0
44,Operating Revenue,Sale of non-depreciable assets,0.031467517401392114
45,Operating Revenue,Cash on hand recovery,2.58720577875286
46,Financing cash inflow,Monetized tax losses,6.032793059603954
47,Financing cash inflow,Inflow of debt,16.434758505254543
48,Financing cash inflow,Inflow of equity,27.483973905644433
49,Operating Revenue,Steel sales,914.4643215976193
