,Type,Name,NPV
0,Financing cash outflow,Capital gains taxes payable,0.0
1,Operating Expenses,Licensing and Permitting,0.0
2,Operating Expenses,Rent of land,0.0
3,Operating Expenses,Administrative expenses,0.0
4,Operating Expenses,Labor,0.0
5,Operating Expenses,Total annual maintenance,0.0
6,Operating Expenses,Sales tax,0.0
7,Operating Expenses,Credit card fees,0.0
8,Operating Expenses,Road tax,0.0
9,Operating Expenses,Property insurance,0.0
10,Operating Expenses,Cooling water,5.580990977316858e-06
11,Operating Expenses,Non-depreciable assets,0.00022164096735986262
12,Operating Expenses,Cooling Tower,0.00042547973222138106
13,Operating Expenses,Maintenance Cost,0.0006056045289296304
14,Operating Expenses,Boiler and Steam Turbine,0.0006267208649454419
15,Operating Expenses,Installation cost,0.0010710602467212918
16,Operating Expenses,Haber Bosch,0.0016528032905185786
17,Operating Expenses,Air Separation by Cryogenic,0.0019953095101991215
18,Operating Expenses,Iron based catalyst,0.002118031527748032
19,Operating Expenses,Depreciable Nonequipment,0.0023036031981498745
20,Operating Expenses,Cash on hand reserve,0.0027763396985274885
21,Operating Expenses,Administrative Expense,0.0034457706490487673
22,Operating Expenses,Property tax and insurance,0.00420234995762064
23,Financing cash outflow,Repayment of debt,0.004810643940319102
24,Financing cash outflow,Income taxes payable,0.004924285998130669
25,Financing cash outflow,Interest expense,0.007762936126492935
26,Financing cash outflow,Dividends paid,0.017214441460699052
27,Operating Expenses,Labor Cost,0.017228853245243834
28,Operating Expenses,Electricity,0.03930381121642405
29,Operating Expenses,Hydrogen,0.9192340630873077
30,Operating Revenue,Take or pay revenue,0.0
31,Operating Revenue,Incidental revenue,0.0
32,Financing cash inflow,One time capital incentive,0.0
33,Financing cash inflow,Annual operating incentives,0.0
34,Operating Revenue,Sale of non-depreciable assets,0.00022164096735986262
35,Financing cash inflow,Monetized tax losses,0.0007305498411873732
36,Operating Revenue,Cash on hand recovery,0.0027763396985274877
37,Financing cash inflow,Inflow of debt,0.004810643940319102
38,Financing cash inflow,Inflow of equity,0.006946881727536616
39,Operating Revenue,Oxygen byproduct,0.008386648300601965
40,Operating Revenue,Ammonia sales,1.0080566257620525
