,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
3,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Operating Expenses,Credit card fees,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Road tax,0.0
15,Operating Expenses,Non-depreciable assets,0.00011495610879519353
16,Operating Expenses,Desalination,0.0008151399230229122
17,Operating Expenses,Desalination Fixed O&M Cost,0.00359891685476432
18,Operating Expenses,Water,0.016147757255936684
19,Operating Expenses,Compression,0.019367805209814206
20,Operating Expenses,Cash on hand reserve,0.021520133482213488
21,Operating Expenses,Var O&M,0.06590341320113617
22,Operating Expenses,Property insurance,0.10774828377682401
23,Operating Expenses,Electrolyzer Fixed O&M Cost,0.19069838975817063
24,Operating Expenses,Electrolysis system,0.5288641144723868
25,Operating Expenses,Wind Plant Fixed O&M Cost,0.6778648392889454
26,Operating Expenses,Wind Plant,0.7773223926023832
27,Financing cash outflow,Income taxes payable,1.0799726229455866
28,Financing cash outflow,Repayment of debt,1.7663042654300891
29,Operating Expenses,Hydrogen Storage,1.8838807266594049
30,Financing cash outflow,Interest expense,2.8502851931245345
31,Financing cash outflow,Dividends paid,4.462972665857941
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011495610879519353
37,Operating Revenue,Cash on hand recovery,0.02152013348221349
38,Financing cash inflow,Monetized tax losses,0.5711641831719398
39,Financing cash inflow,Inflow of debt,1.7663042654300891
40,Financing cash inflow,Inflow of equity,3.0873054027662272
41,Operating Revenue,Hydrogen sales,9.001589203041226
