,Type,Name,NPV
0,Financing cash outflow,Capital gains taxes payable,0.0
1,Operating Expenses,Licensing and Permitting,0.0
2,Operating Expenses,Rent of land,0.0
3,Operating Expenses,Administrative expenses,0.0
4,Operating Expenses,Labor,0.0
5,Operating Expenses,Total annual maintenance,0.0
6,Operating Expenses,Sales tax,0.0
7,Operating Expenses,Credit card fees,0.0
8,Operating Expenses,Road tax,0.0
9,Operating Expenses,Property insurance,0.0
10,Operating Expenses,Non-depreciable assets,0.03146751740139212
11,Operating Expenses,H2 Pre-heating,0.2878707092636654
12,Operating Expenses,Raw Water Withdrawal,0.4764879063000002
13,Operating Expenses,Oxygen Supply,0.5120520467926504
14,Operating Expenses,Cooling Tower,0.6309284897979124
15,Operating Expenses,Electrical & Instrumentation,1.2441343533359195
16,Operating Expenses,Other Miscellaneous Costs,1.2441348492743165
17,Operating Expenses,Piping,1.8662015284244575
18,Operating Expenses,Natural Gas,2.716709262358009
19,Operating Expenses,"Buildings, Storage, Water Service",2.783376786978319
20,Operating Expenses,Cash on hand reserve,2.9065139718975734
21,Operating Expenses,Lime,3.153149097822493
22,Operating Expenses,Shaft Furnace,4.172433997616875
23,Operating Expenses,Maintenance Labor Cost,5.258330983177138
24,Operating Expenses,Slag Disposal,6.560037900000004
25,Operating Expenses,EAF & Casting,7.569145273190037
26,Operating Expenses,Maintenance Materials,7.720000000000005
27,Operating Expenses,Installation cost,8.834889922679062
28,Operating Expenses,Property tax and insurance,12.186166820804493
29,Operating Expenses,Carbon,15.572229964837838
30,Financing cash outflow,Repayment of debt,16.91754493914343
31,Operating Expenses,Administrative & Support Labor Cost,20.87920752879186
32,Financing cash outflow,Income taxes payable,21.724312910219393
33,Financing cash outflow,Interest expense,26.196818338263597
34,Operating Expenses,Electricity,47.37990641504403
35,Financing cash outflow,Dividends paid,61.65097679286963
36,Operating Expenses,Annual Operating Labor Cost,78.25849913199028
37,Operating Expenses,Hydrogen,162.2866658462883
38,Operating Expenses,Iron Ore,554.7201545355239
39,Operating Revenue,Take or pay revenue,0.0
40,Operating Revenue,Incidental revenue,0.0
41,Operating Revenue,Oxygen sales,0.0
42,Financing cash inflow,One time capital incentive,0.0
43,Financing cash inflow,Annual operating incentives,0.0
44,Operating Revenue,Sale of non-depreciable assets,0.03146751740139212
45,Operating Revenue,Cash on hand recovery,2.9065139718975734
46,Financing cash inflow,Monetized tax losses,6.056041341835659
47,Financing cash inflow,Inflow of debt,16.91754493914343
48,Financing cash inflow,Inflow of equity,28.123502845474153
49,Operating Revenue,Steel sales,1021.7052772043343
