,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
3,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Financing cash outflow,Income taxes payable,0.0
13,Operating Expenses,Credit card fees,0.0
14,Financing cash outflow,Capital gains taxes payable,0.0
15,Operating Expenses,Road tax,0.0
16,Operating Expenses,Non-depreciable assets,0.0001195275257428267
17,Operating Expenses,Desalination,0.0005964277967030596
18,Operating Expenses,Desalination Fixed O&M Cost,0.0026332829365594136
19,Operating Expenses,Compression,0.014171183452069533
20,Operating Expenses,Cash on hand reserve,0.018932541566634344
21,Operating Expenses,Water,0.02139841688654353
22,Operating Expenses,Property insurance,0.03000136666743437
23,Operating Expenses,Hydrogen Storage,0.04339867979279816
24,Operating Expenses,Var O&M,0.0693665877640129
25,Operating Expenses,Electrolyzer Fixed O&M Cost,0.13953165245114618
26,Operating Expenses,Electrolysis system,0.38790515756889343
27,Operating Expenses,Wind Plant,0.44666122378192735
28,Operating Expenses,Wind Plant Fixed O&M Cost,0.45694727451599604
29,Financing cash outflow,Repayment of debt,0.6371729757367603
30,Financing cash outflow,Interest expense,0.7591837334934688
31,Financing cash outflow,Dividends paid,1.0357023600683297
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.0001195275257428267
37,Operating Revenue,Cash on hand recovery,0.018932541566634348
38,Financing cash inflow,Inflow of debt,0.6371729757367605
39,Operating Revenue,Hydrogen sales,1.2201552132574394
40,Financing cash inflow,Inflow of equity,2.1127875375768888
41,Financing cash inflow,Monetized tax losses,2.512428648334852
