,Type,Name,NPV
0,Operating Expenses,Road tax,0.0
1,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
2,Operating Expenses,Battery Storage,0.0
3,Operating Expenses,Hydrogen Storage,0.0
4,Operating Expenses,Licensing and Permitting,0.0
5,Operating Expenses,Rent of land,0.0
6,Operating Expenses,Administrative expenses,0.0
7,Operating Expenses,Labor,0.0
8,Operating Expenses,Total annual maintenance,0.0
9,Operating Expenses,Installation cost,0.0
10,Operating Expenses,Sales tax,0.0
11,Operating Expenses,Credit card fees,0.0
12,Financing cash outflow,Income taxes payable,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Non-depreciable assets,0.00011289377527991646
15,Operating Expenses,Desalination,0.00035578496197241074
16,Operating Expenses,Desalination Fixed O&M Cost,0.0015708229472625162
17,Operating Expenses,Compression,0.008453485892960145
18,Operating Expenses,Cash on hand reserve,0.015882620700291478
19,Operating Expenses,Water,0.016728232189973616
20,Operating Expenses,Property insurance,0.043633955543292274
21,Operating Expenses,Var O&M,0.07116312176292472
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.08323432263837681
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.1532194318099026
24,Operating Expenses,Solar Plant,0.31407048282872757
25,Operating Expenses,Wind Plant Fixed O&M Cost,0.32714990405755767
26,Operating Expenses,Wind Plant,0.41071365795740283
27,Operating Expenses,Electrolysis system,0.5654379990507706
28,Financing cash outflow,Repayment of debt,0.7162334122762031
29,Financing cash outflow,Interest expense,1.0892184658226856
30,Financing cash outflow,Dividends paid,1.0925848510405038
31,Operating Expenses,Grid Electricity Cost,1.5809018088389222
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011289377527991646
37,Operating Revenue,Cash on hand recovery,0.01588262070029148
38,Financing cash inflow,Inflow of debt,0.716233412276203
39,Financing cash inflow,Monetized tax losses,1.2688864246290057
40,Financing cash inflow,Inflow of equity,1.3189335846995256
41,Operating Revenue,Hydrogen sales,3.1706163180147042
