,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
2,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
3,Operating Expenses,Battery Storage,0.0
4,Operating Expenses,Solar Plant,0.0
5,Operating Expenses,Hydrogen Storage,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Operating Expenses,Credit card fees,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Road tax,0.0
15,Operating Expenses,Non-depreciable assets,0.00011246123258774611
16,Operating Expenses,Desalination,0.0003544218027999612
17,Operating Expenses,Desalination Fixed O&M Cost,0.00156480447560766
18,Operating Expenses,Cash on hand reserve,0.007343667435693007
19,Operating Expenses,Compression,0.008421097096170428
20,Operating Expenses,Property insurance,0.01658168353681659
21,Operating Expenses,Water,0.02139841688654353
22,Financing cash outflow,Income taxes payable,0.05728468217053484
23,Operating Expenses,Var O&M,0.07119478191591576
24,Operating Expenses,Electrolyzer Fixed O&M Cost,0.08291541756229345
25,Operating Expenses,Electrolysis system,0.22994944498901665
26,Operating Expenses,Wind Plant,0.253997230480267
27,Financing cash outflow,Repayment of debt,0.25874433198285984
28,Operating Expenses,Wind Plant Fixed O&M Cost,0.29435883360877263
29,Financing cash outflow,Interest expense,0.4027586493110249
30,Financing cash outflow,Dividends paid,0.5177550297840731
31,Operating Expenses,Grid Electricity Cost,1.54422934686299
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011246123258774611
37,Operating Revenue,Cash on hand recovery,0.007343667435693007
38,Financing cash inflow,Inflow of debt,0.25874433198285984
39,Financing cash inflow,Monetized tax losses,0.2606601060279058
40,Financing cash inflow,Inflow of equity,0.4565900344575414
41,Operating Revenue,Hydrogen sales,2.7855136999973786
