,Type,Name,NPV
0,Financing cash outflow,Capital gains taxes payable,0.0
1,Operating Expenses,Licensing and Permitting,0.0
2,Operating Expenses,Rent of land,0.0
3,Operating Expenses,Administrative expenses,0.0
4,Operating Expenses,Labor,0.0
5,Operating Expenses,Total annual maintenance,0.0
6,Operating Expenses,Sales tax,0.0
7,Operating Expenses,Credit card fees,0.0
8,Operating Expenses,Road tax,0.0
9,Operating Expenses,Property insurance,0.0
10,Operating Expenses,Cooling water,5.580990977316861e-06
11,Operating Expenses,Non-depreciable assets,0.0002212581735464681
12,Operating Expenses,Cooling Tower,0.0004247448905936839
13,Operating Expenses,Maintenance Cost,0.0006061281739606725
14,Operating Expenses,Boiler and Steam Turbine,0.000625638461846935
15,Operating Expenses,Installation cost,0.0010682343638169019
16,Operating Expenses,Haber Bosch,0.001649948751116838
17,Operating Expenses,Air Separation by Cryogenic,0.001991863431861666
18,Operating Expenses,Iron based catalyst,0.002118031527748033
19,Operating Expenses,Depreciable Nonequipment,0.0023001936959144063
20,Operating Expenses,Administrative Expense,0.003434620665892037
21,Operating Expenses,Property tax and insurance,0.004195433538800117
22,Financing cash outflow,Repayment of debt,0.0048020995129419
23,Operating Expenses,Cash on hand reserve,0.004918780651921904
24,Financing cash outflow,Income taxes payable,0.006533972794453632
25,Financing cash outflow,Interest expense,0.007749147984034343
26,Operating Expenses,Labor Cost,0.017173103329460187
27,Financing cash outflow,Dividends paid,0.022786687853350928
28,Operating Expenses,Electricity,0.04692858800621014
29,Operating Expenses,Hydrogen,1.6811866484304856
30,Operating Revenue,Take or pay revenue,0.0
31,Operating Revenue,Incidental revenue,0.0
32,Financing cash inflow,One time capital incentive,0.0
33,Financing cash inflow,Annual operating incentives,0.0
34,Operating Revenue,Sale of non-depreciable assets,0.0002212581735464681
35,Financing cash inflow,Monetized tax losses,0.0005495680389341915
36,Financing cash inflow,Inflow of debt,0.0048020995129419
37,Operating Revenue,Cash on hand recovery,0.004918780651921903
38,Financing cash inflow,Inflow of equity,0.007674864915207866
39,Operating Revenue,Oxygen byproduct,0.008386648300601965
40,Operating Revenue,Ammonia sales,1.7841674856357796
