,Type,Name,NPV
0,Operating Expenses,Total annual maintenance,0.0
1,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
2,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
3,Operating Expenses,Wind Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Wind Plant,0.0
7,Operating Expenses,Hydrogen Storage,0.0
8,Operating Expenses,Licensing and Permitting,0.0
9,Operating Expenses,Rent of land,0.0
10,Operating Expenses,Administrative expenses,0.0
11,Operating Expenses,Labor,0.0
12,Financing cash outflow,Income taxes payable,0.0
13,Operating Expenses,Installation cost,0.0
14,Financing cash outflow,Capital gains taxes payable,0.0
15,Operating Expenses,Credit card fees,0.0
16,Operating Expenses,Road tax,0.0
17,Operating Expenses,Sales tax,0.0
18,Operating Expenses,Non-depreciable assets,0.00011246123258774611
19,Operating Expenses,Desalination,0.0003544218027999612
20,Operating Expenses,Desalination Fixed O&M Cost,0.00156480447560766
21,Operating Expenses,Property insurance,0.003771470309099664
22,Operating Expenses,Compression,0.008421097096170428
23,Operating Expenses,Cash on hand reserve,0.013695406300918861
24,Operating Expenses,Water,0.02139841688654353
25,Financing cash outflow,Repayment of debt,0.06948410538757867
26,Operating Expenses,Var O&M,0.07119478191591576
27,Operating Expenses,Electrolyzer Fixed O&M Cost,0.08291541756229345
28,Financing cash outflow,Interest expense,0.08795624266167745
29,Operating Expenses,Electrolysis system,0.10212782842626097
30,Financing cash outflow,Dividends paid,0.14812568251931746
31,Operating Expenses,Grid Electricity Cost,4.715992830007956
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011246123258774611
37,Operating Revenue,Cash on hand recovery,0.013695406300918861
38,Financing cash inflow,Inflow of debt,0.06948410538757868
39,Financing cash inflow,Inflow of equity,0.3015703498410376
40,Financing cash inflow,Monetized tax losses,0.3992192605162526
41,Operating Revenue,Hydrogen sales,4.543033383306353
