,Type,Name,NPV
0,Financing cash outflow,Capital gains taxes payable,0.0
1,Operating Expenses,Licensing and Permitting,0.0
2,Operating Expenses,Rent of land,0.0
3,Operating Expenses,Administrative expenses,0.0
4,Operating Expenses,Labor,0.0
5,Operating Expenses,Total annual maintenance,0.0
6,Operating Expenses,Sales tax,0.0
7,Operating Expenses,Credit card fees,0.0
8,Operating Expenses,Road tax,0.0
9,Operating Expenses,Property insurance,0.0
10,Operating Expenses,Cooling water,5.5809909773168574e-06
11,Operating Expenses,Non-depreciable assets,0.00021963447608247137
12,Operating Expenses,Cooling Tower,0.0004216279110459986
13,Operating Expenses,Maintenance Cost,0.0006083645181049147
14,Operating Expenses,Boiler and Steam Turbine,0.0006210472299498393
15,Operating Expenses,Installation cost,0.001056285824743083
16,Operating Expenses,Haber Bosch,0.001637840644284119
17,Operating Expenses,Air Separation by Cryogenic,0.0019772461928638835
18,Operating Expenses,Iron based catalyst,0.002118031527748032
19,Operating Expenses,Depreciable Nonequipment,0.0022857316018587872
20,Operating Expenses,Administrative Expense,0.003387513298951976
21,Operating Expenses,Property tax and insurance,0.0041660961480015765
22,Financing cash outflow,Repayment of debt,0.0047658786367827275
23,Operating Expenses,Cash on hand reserve,0.005064991310523326
24,Financing cash outflow,Income taxes payable,0.006621726571387765
25,Financing cash outflow,Interest expense,0.007690698356176287
26,Operating Expenses,Labor Cost,0.01693756649475988
27,Financing cash outflow,Dividends paid,0.023198036464435724
28,Operating Expenses,Electricity,0.05086173563621399
29,Operating Expenses,Hydrogen,1.7301603668223584
30,Operating Revenue,Take or pay revenue,0.0
31,Operating Revenue,Incidental revenue,0.0
32,Financing cash inflow,One time capital incentive,0.0
33,Financing cash inflow,Annual operating incentives,0.0
34,Operating Revenue,Sale of non-depreciable assets,0.00021963447608247137
35,Financing cash inflow,Monetized tax losses,0.0005307933635914721
36,Financing cash inflow,Inflow of debt,0.0047658786367827275
37,Operating Revenue,Cash on hand recovery,0.005064991310523326
38,Financing cash inflow,Inflow of equity,0.007786243616248087
39,Operating Revenue,Oxygen byproduct,0.008386648300601963
40,Operating Revenue,Ammonia sales,1.8370518109534197
