,Type,Name,NPV
0,Operating Expenses,Road tax,0.0
1,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
2,Operating Expenses,Battery Storage,0.0
3,Operating Expenses,Hydrogen Storage,0.0
4,Operating Expenses,Licensing and Permitting,0.0
5,Operating Expenses,Rent of land,0.0
6,Operating Expenses,Administrative expenses,0.0
7,Operating Expenses,Labor,0.0
8,Operating Expenses,Total annual maintenance,0.0
9,Operating Expenses,Installation cost,0.0
10,Operating Expenses,Sales tax,0.0
11,Operating Expenses,Credit card fees,0.0
12,Financing cash outflow,Income taxes payable,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Non-depreciable assets,0.00011246123258774611
15,Operating Expenses,Desalination,0.0003544218027999612
16,Operating Expenses,Desalination Fixed O&M Cost,0.00156480447560766
17,Operating Expenses,Compression,0.008421097096170428
18,Operating Expenses,Cash on hand reserve,0.01742554763401962
19,Operating Expenses,Water,0.02139841688654353
20,Operating Expenses,Property insurance,0.03858404641824415
21,Operating Expenses,Var O&M,0.07119478191591576
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.08291541756229345
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.15263238486808905
24,Operating Expenses,Wind Plant,0.2792496715090582
25,Operating Expenses,Solar Plant,0.2972237916061542
26,Operating Expenses,Wind Plant Fixed O&M Cost,0.3271499055357256
27,Operating Expenses,Electrolysis system,0.5632715724806748
28,Financing cash outflow,Repayment of debt,0.6582319713144498
29,Operating Expenses,Grid Electricity Cost,0.8527693291907203
30,Financing cash outflow,Interest expense,0.9659068401336263
31,Financing cash outflow,Dividends paid,1.1078500110158722
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011246123258774611
37,Operating Revenue,Cash on hand recovery,0.01742554763401962
38,Financing cash inflow,Inflow of debt,0.6582319713144498
39,Operating Revenue,Hydrogen sales,1.2972395476987546
40,Financing cash inflow,Inflow of equity,1.6714824088237226
41,Financing cash inflow,Monetized tax losses,1.801764535975019
