,Type,Name,NPV
0,Operating Expenses,Road tax,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
3,Operating Expenses,Battery Storage,0.0
4,Operating Expenses,Licensing and Permitting,0.0
5,Operating Expenses,Rent of land,0.0
6,Operating Expenses,Administrative expenses,0.0
7,Operating Expenses,Labor,0.0
8,Operating Expenses,Total annual maintenance,0.0
9,Operating Expenses,Installation cost,0.0
10,Operating Expenses,Sales tax,0.0
11,Operating Expenses,Credit card fees,0.0
12,Financing cash outflow,Capital gains taxes payable,0.0
13,Operating Expenses,Non-depreciable assets,9.149519219292046e-05
14,Operating Expenses,Desalination,0.0006968392695071101
15,Operating Expenses,Desalination Fixed O&M Cost,0.0030766087161949772
16,Operating Expenses,Compression,0.01655696997923089
17,Operating Expenses,Water,0.01672823218997361
18,Operating Expenses,Cash on hand reserve,0.03413532352175796
19,Operating Expenses,Var O&M,0.06755930141759126
20,Operating Expenses,Property insurance,0.11614806865075694
21,Financing cash outflow,Income taxes payable,0.13079453532442645
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.16302247364165798
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.18626591226634748
24,Operating Expenses,Solar Plant,0.3818094370210571
25,Operating Expenses,Hydrogen Storage,0.6098120381328292
26,Operating Expenses,Wind Plant Fixed O&M Cost,0.6608101915403085
27,Operating Expenses,Wind Plant,0.8916573923891946
28,Operating Expenses,Electrolysis system,1.5657264162633453
29,Financing cash outflow,Repayment of debt,1.697792068752648
30,Financing cash outflow,Interest expense,2.56700386005155
31,Financing cash outflow,Dividends paid,2.9797730853884445
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,9.149519219292046e-05
37,Operating Revenue,Cash on hand recovery,0.034135323521757965
38,Financing cash inflow,Inflow of debt,1.6977920687526473
39,Financing cash inflow,Monetized tax losses,2.2634305674791415
40,Financing cash inflow,Inflow of equity,3.0280454342455383
41,Operating Revenue,Hydrogen sales,5.044679118946389
