,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
3,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Operating Expenses,Credit card fees,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Road tax,0.0
15,Operating Expenses,Non-depreciable assets,0.00011932094763621143
16,Operating Expenses,Desalination,0.000877427153634797
17,Operating Expenses,Desalination Fixed O&M Cost,0.0038739206397027295
18,Financing cash outflow,Income taxes payable,0.018348109730246052
19,Operating Expenses,Compression,0.02084775597099886
20,Operating Expenses,Water,0.02226912928759893
21,Operating Expenses,Cash on hand reserve,0.02689815011040395
22,Operating Expenses,Var O&M,0.0688537549330644
23,Operating Expenses,Hydrogen Storage,0.09662773729701456
24,Operating Expenses,Property insurance,0.1473034811058547
25,Operating Expenses,Electrolyzer Fixed O&M Cost,0.2052702126375272
26,Operating Expenses,Wind Plant Fixed O&M Cost,0.7538604687686956
27,Operating Expenses,Wind Plant,1.2948661120609424
28,Financing cash outflow,Repayment of debt,1.4017824520820124
29,Financing cash outflow,Dividends paid,2.066106137927658
30,Financing cash outflow,Interest expense,2.1264823557478207
31,Operating Expenses,Electrolysis system,3.0700026234911126
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011932094763621143
37,Operating Revenue,Cash on hand recovery,0.026898150110403952
38,Financing cash inflow,Inflow of debt,1.4017824520820126
39,Financing cash inflow,Monetized tax losses,2.238700733258531
40,Financing cash inflow,Inflow of equity,2.3430089062787753
41,Operating Revenue,Hydrogen sales,5.264954648209175
