,Type,Name,NPV
0,Operating Expenses,Road tax,0.0
1,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
2,Operating Expenses,Battery Storage,0.0
3,Operating Expenses,Hydrogen Storage,0.0
4,Operating Expenses,Licensing and Permitting,0.0
5,Operating Expenses,Rent of land,0.0
6,Operating Expenses,Administrative expenses,0.0
7,Operating Expenses,Labor,0.0
8,Operating Expenses,Total annual maintenance,0.0
9,Operating Expenses,Installation cost,0.0
10,Operating Expenses,Sales tax,0.0
11,Operating Expenses,Credit card fees,0.0
12,Financing cash outflow,Capital gains taxes payable,0.0
13,Operating Expenses,Non-depreciable assets,0.00011246123258774611
14,Operating Expenses,Desalination,0.0003544218027999612
15,Operating Expenses,Desalination Fixed O&M Cost,0.00156480447560766
16,Operating Expenses,Cash on hand reserve,0.006314349610678001
17,Operating Expenses,Compression,0.008421097096170428
18,Operating Expenses,Water,0.014063324538258572
19,Operating Expenses,Property insurance,0.01934231100204081
20,Financing cash outflow,Income taxes payable,0.054558383315539055
21,Operating Expenses,Solar Plant Fixed O&M Cost,0.06050976619383681
22,Operating Expenses,Var O&M,0.07119478191591576
23,Operating Expenses,Electrolyzer Fixed O&M Cost,0.08291541756229345
24,Operating Expenses,Solar Plant,0.09696044786240375
25,Operating Expenses,Electrolysis system,0.22994944498901665
26,Operating Expenses,Wind Plant,0.23931953444642917
27,Operating Expenses,Wind Plant Fixed O&M Cost,0.29435883360877263
28,Financing cash outflow,Repayment of debt,0.30687578630364915
29,Financing cash outflow,Interest expense,0.4799949131539365
30,Financing cash outflow,Dividends paid,0.5907437418006901
31,Operating Expenses,Grid Electricity Cost,1.0493204230215556
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011246123258774611
37,Operating Revenue,Cash on hand recovery,0.006314349610678001
38,Financing cash inflow,Inflow of debt,0.3068757863036492
39,Financing cash inflow,Monetized tax losses,0.34831027464816794
40,Financing cash inflow,Inflow of equity,0.5462676608894714
41,Operating Revenue,Hydrogen sales,2.3989937112476274
