,Type,Name,NPV
0,Operating Expenses,Sales tax,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
3,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
4,Operating Expenses,Battery Storage,0.0
5,Operating Expenses,Solar Plant,0.0
6,Operating Expenses,Licensing and Permitting,0.0
7,Operating Expenses,Rent of land,0.0
8,Operating Expenses,Administrative expenses,0.0
9,Operating Expenses,Labor,0.0
10,Operating Expenses,Total annual maintenance,0.0
11,Operating Expenses,Installation cost,0.0
12,Operating Expenses,Credit card fees,0.0
13,Financing cash outflow,Capital gains taxes payable,0.0
14,Operating Expenses,Road tax,0.0
15,Operating Expenses,Non-depreciable assets,0.00011813525412322555
16,Operating Expenses,Desalination,0.0008997334418696921
17,Operating Expenses,Desalination Fixed O&M Cost,0.003972404929857584
18,Operating Expenses,Water,0.016728232189973626
19,Operating Expenses,Compression,0.021377755586138896
20,Operating Expenses,Cash on hand reserve,0.032266226785021744
21,Operating Expenses,Var O&M,0.06835421865380632
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.21048867038659838
23,Operating Expenses,Property insurance,0.21113761062759168
24,Operating Expenses,Wind Plant Fixed O&M Cost,0.8532140108545733
25,Operating Expenses,Wind Plant,1.271412814327091
26,Financing cash outflow,Income taxes payable,1.4519592110330692
27,Operating Expenses,Hydrogen Storage,1.579480189028839
28,Financing cash outflow,Repayment of debt,2.456063071134401
29,Operating Expenses,Electrolysis system,3.483122945352936
30,Financing cash outflow,Interest expense,3.9430242292411872
31,Financing cash outflow,Dividends paid,6.035625338164271
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011813525412322555
37,Operating Revenue,Cash on hand recovery,0.03226622678502174
38,Financing cash inflow,Monetized tax losses,0.7421260178662592
39,Financing cash inflow,Inflow of debt,2.456063071134401
40,Financing cash inflow,Inflow of equity,4.116446704787342
41,Operating Revenue,Hydrogen sales,14.259073175840772
